restaurant_name,location,cuisine,michelin_stars,google_rating,total_google_reviews,reviewer,rating,review_text,date,language
Eat Me,"Bangkok, Thailand",International,0,4.9,187,rnya,5,"Love this spot so much I came back twice! Did not go anywhere else twice during my stay in Bangkok. I regularly eat a lot of incredible Thai food so it was refreshing to find a spot this good for a change.

The crab fried rice here is a dream and the Thai iced tea is perfection. Service was very good both times from the younger girl. Would love to come here again!",3 weeks ago,en
Eat Me,"Bangkok, Thailand",International,0,4.9,187,Sue D,2,The food was okay. We came due to the reviews but my Khao soy was too sweet and the beef in it didn't taste fresh and Was really tough. The place was also empty compared to others in the neighborhood. Their complimentary watermelon slices made up slightly for the disappointment in the food. It also tasted heavily of msg. I think it caters to the western palate and not as authentically local as we wanted.,in the last week,en
Eat Me,"Bangkok, Thailand",International,0,4.9,187,Jef Odeurs,5,"By far, best thai we had in 4 days Bangkok. Don't hesitate.  When taking a spicy dish,  go for it but ask maybe to go mild. The standard is quite hot but still edible. We love it. They are also very friendly. Also the cocktails are top notch...",3 months ago,en
Eat Me,"Bangkok, Thailand",International,0,4.9,187,Ihsane Farahate,5,"This café was right across from our hotel. Breakfast was good and very filling. The staff were extremely kind, a very friendly young man gave us great advice, and a lovely girl was also very sweet!",2 weeks ago,en
Eat Me,"Bangkok, Thailand",International,0,4.9,187,jannik,4,"Had mango sticky rice and very good the stuffed egg wrap, the mango itself could have been better but maybe it’s off mango-season.
I also got the steamed rice with a hair in it but they noticed as soon as they sat it on the table and got me a new portion of rice, but the new portion had also a hair in it, looked like the cats one…
But it’s thailand so just take it and eat it.

So in total food was very good",2 months ago,en
The Smokaccia Laboratory,"Phuket, Thailand",Creative,0,4.9,345,KRAIZ,5,"⭐⭐⭐⭐⭐

The Smokaccia Laboratory in Phuket is an absolute gem. This place isn’t just a restaurant, it’s a full sensory experience. Every dish was a masterpiece, and the wine pairing elevated the whole evening to something unforgettable. The service was flawless, attentive without being intrusive, making us feel completely taken care of.

What impressed me even more was how light and balanced everything felt. Despite enjoying a world-class fine dining experience with multiple courses and wines, I didn’t walk away feeling heavy or drunk: just happy, satisfied, and grateful.

The ambiance is absolutely on point, and the great music selection offers even a better vibe than you can expect.

Congratulations to all the team.",a month ago,en
The Smokaccia Laboratory,"Phuket, Thailand",Creative,0,4.9,345,Xu Hengyi,5,"We had a wonderful night celebrating my husband’s birthday with a group of friend someone travelled far. The whole restaurant experience at the Smokaccia with chef Luca and his team made our trip so special. This is my by far best Michelin star experience, every dish is very creative and full of surprises. The one amazed me most is the lasagna and you wouldn’t be able to tell the actually taste if simply look at its presentation. Chef Luca is passionate about his food, he also shared some background stories of the dishes that’s elevated whole dining experience.",4 months ago,en
The Smokaccia Laboratory,"Phuket, Thailand",Creative,0,4.9,345,Sarojinee Somboonsap (Jule),5,"This restaurant is truly phenomenal.
The creativity behind each dish, the perfect balance of flavors, the precise control of temperature, and the uncompromising quality all shine through.
I’m so glad we chose this place for our holiday that it turned out to be the perfect dining experience.",2 months ago,en
The Smokaccia Laboratory,"Phuket, Thailand",Creative,0,4.9,345,Ralph T.,4,"I finally visited after hearing many recommendations. The food is creative, with Italian flavours presented in thoughtful ways, and the team shows real ambition. They also make an effort with food waste and chicken  farming which is great to see. But I felt the message came through more in the storytelling than in the dishes but it’s still early days and they are on a very good path. With a little more refinement, I believe this place has strong potential for even greater recognition in the future.",2 months ago,en
The Smokaccia Laboratory,"Phuket, Thailand",Creative,0,4.9,345,Lucas Lopes,5,"I’ve been to Michelin-starred restaurants all over the world — but Smokaccia is an entirely different experience.

Often when you go fine dining, things become a bit mechanical. The food is, of course, excellent, but somewhere along the way, the experience and the menu lose their soul. Many fine-dining establishments today seem afraid to take risks, afraid to innovate. They care more about following the certain formula that gets them that michelin star, rather than being unique. Smokaccia is the complete opposite.

I have never entered a restaurant that so completely embodies the mind and spirit of its chef. It’s unmistakably Chef Luca’s baby — his lifelong project and artistic expression. You can taste it in every flavor, see it in every architectural detail, sense it in every interaction with the staff, and hear it in every story told about each dish that arrives at your table.

The staff is incredible — super attentive, deeply present, and genuinely in tune with every guest. You can feel that the vision here isn’t about efficiency or getting people in and out the door. It’s about being fully present with each and every customer, creating an experience that feels personal and alive.

Smokaccia and Chef Luca are the purest examples of what humanity can create when we focus on one thing and pour our heart and soul into our passion.

As much as it was a culinary experience of a lifetime, it was equally an inspiration on how to approach life itself. The passion and dedication poured into this project are truly motivational — a reminder of what it looks like when someone follows their true calling without compromise. And I am 100% sure, that it’s only a matter of time before you will hear Chef Luca’s name everywhere.

If you’re in Phuket — and if you truly enjoy food — then Smokaccia is an absolute must-do. I’ve lived here for almost four years, and I can say with full confidence that this is not something to miss out on.

Do yourself a favor and experience it for yourself. Bring your loved ones and share the journey — it’s one that will stay with you long after the final course.

Thank you, Chef Luca, and thank you to everyone on the Smokaccia team.

What you’ve created is not just dinner — it’s art, heart, and soul on a plate.",2 weeks ago,en
Saigon Recipe,"Bangkok, Thailand",Vietnamese,0,4.6,1242,Saleh Anam,5,"Vietnamese cuisine has a lot to offer, but I had to first try out the Pho… and disappointment it certainly did not. The broth was flavourful yet subtle - elegant yet simple. The herbs and sprouts so fresh, I could feel the crunch in  every single spoonful. The sliced beef definitely took the spotlight though. I ordered the “rare beef” pho - so the meat came on the side. It was ready to be enjoyed after but a short dip in the steaming bowl of broth. Perfect!

Will definitely repeat.",a month ago,en
Saigon Recipe,"Bangkok, Thailand",Vietnamese,0,4.6,1242,Beth Ledger,5,"Nice and cozy Vietnamese restaurant.  We have been here so many times. They keep their standard quality of food. Pho was really nice soup. The broth was tasty. The beef was tender.  For weekday,  there are choices of lunch sets. It is worth for money. The service was good.",3 months ago,en
Saigon Recipe,"Bangkok, Thailand",Vietnamese,0,4.6,1242,Ploy,5,"This is hands down my favourite restaurant in Bangkok.
The food here is so good it honestly brings tears to my eyes every time I have it. I can’t even begin to describe how amazing it is. Everything tastes so authentic, and my one and only go to is the Bún Thịt Bò Xào Nam Bộ with Hành Tây 😍
The waitresses are always so lovely and greet you with a warm smile, and the restaurant’s decor is really nice too.
Also, the cold water they provide outside for riders is such a thoughtful touch.
Side note: Please open a branch in Phuket 🙏🏼😭",3 months ago,en
Saigon Recipe,"Bangkok, Thailand",Vietnamese,0,4.6,1242,Phantom Lord,5,"Was so happy to find this cute and deliciously authentic taste restaurant!  I have been coming back regularly since I discovered it. The staff is so nice, the service is rapid, there’s a great variety of dishes much more than pho.  Most dishes come with plenty of vegetables.  It seems that many people come back regularly also as some faces are quite familiar.  They also have takeout with grab if you want.  The prices are quite reasonable it usually comes out to about 400 baht per person.",4 months ago,en
Saigon Recipe,"Bangkok, Thailand",Vietnamese,0,4.6,1242,Jaei memoire,3,"When ‘Michelin’ Doesn’t Warm the Heart
— A Disappointing Visit to , a Vietnamese Restaurant in Bangkok

One evening during my stay in Bangkok, I found myself craving a hot bowl of pho. Not the Thai version, but Vietnamese— with a clear, deep broth, and the delicate aroma of coriander weaving through each sip.🥢

Luckily, just a short walk from where I was staying, there was a restaurant marked MICHELIN Guide Selected. With quiet anticipation, I decided to give it a try.

A stylish space, buzzing with people. Enough to stir my expectations.✨

But… perhaps I was expecting too much?

I didn’t even take a photo of the pho. The broth was lukewarm, lacking depth, and the noodles—far too soft, almost soggy.

From the potato croquettes and bún chả, to bánh xèo, spring rolls, and other Vietnamese home-style dishes— each dish left little impression, and together, a lingering sense of disappointment.😔

Maybe it was because I came after peak dining hours, but most of the food arrived cool, and the prices felt steep in comparison to what was served.

What left me most disheartened, though, was the absence of sincerity behind it all—
not just in the food, but in the service, too. It wasn’t about comparing it to a meal in Vietnam, but rather… the gap between anticipation and reality.
Most reviews for this place are glowing,
so maybe it was simply a matter of taste,
or bad timing in the kitchen that day.

But for me— this was a meal where the ‘name’ remained, but the heart was nowhere to be found.

Sometimes, it’s not fame or recognition that touches you— but the quiet care of a hidden kitchen down an alleyway,
where sincerity is the warmest thing on the table.🫶🏻",a month ago,en
Saffron,"Ko Samui, Thailand",Thai,0,4.3,87,Rhozheina Edmonds,1,"Location was absolutely stunning, views breath taking and grounds emaculate  and we were beyond excited to eat once we arrived at the banyan tree. The staff  were exceptionally Lovley but seemed to lag with service  not what I have experienced at other fine dining restaurants. We ordered the 4 course set menu and NOT  ONE dish we rated or would order again (some I couldn’t even finish and I’m not a fussy eater and normally would try to out of politeness ) . At a normal restaurant I would have been ok with this disappointment but it was a celebration  and we chose a Michelin star restaurant because we wanted a true culinary experience. Unfortunately we walked away knowing it was not deserving of its star and thinking the Lamai fresh food market stall  deserved the Michelin star and our fondest food memory’s while in Thailand",3 weeks ago,en
Saffron,"Ko Samui, Thailand",Thai,0,4.3,87,Corinne Whitehouse,5,"We had a truly memorable evening at Saffron in Koh Samui. The setting was stunning—perched high above the bay with breathtaking views that made the whole experience feel extra special. The staff were absolutely lovely from the moment we arrived, welcoming us with warmth and genuine care. It was my son’s birthday, and they went out of their way to celebrate the occasion with thoughtful touches that made him feel incredibly special. Their attention to detail and friendly service really stood out and added a personal, heartfelt touch to the night.

The food was nothing short of outstanding. Every dish was beautifully presented and full of bold, authentic Thai flavours. You could tell that a lot of care had gone into the preparation and ingredients. From the delicate starters to the rich, flavourful mains, everything we tried was exceptional. It was one of the best meals we’ve had, and the overall atmosphere was calm, elegant, and joyful which made it even better. Saffron is a perfect choice for a special occasion, and we’ll definitely be returning when we’re next in Koh Samui.",3 months ago,en
Saffron,"Ko Samui, Thailand",Thai,0,4.3,87,Ireview Foood,3,"Excellent view, perfect service.
Food was only okay for the price point and hype.
Tuna larb and crab rolls were good but rest of the items missed the mark.
Can’t speak highly enough of the service!",a year ago,en
Saffron,"Ko Samui, Thailand",Thai,0,4.3,87,Lorraine,5,"Saffron offers a beautiful ocean view, impeccable service and delicious Thai food!

Each dish of the Thai tasting menu was delicious and flavorful. The galangal-coconut broth of the Tom Kha Gai cappuccino was outstanding as it was light but rich in flavor. The roasted peppered pork spare ribs slid of the bone and had the perfect spicy-sweet combination from the black pepper and honeycomb sauce. Each dish was prettily presented and the portion sizes were extremely generous. Needles to say, we left the restaurant satisfied and happy.

The service is impeccable: professional, very attentive and friendly. Whilst the prices are not cheap, they are justifiable for the quality of the food and the location.

To make the dining experience a notch better, it would be great if there were fans outside on the terrace. On an evening with no breeze, it is a bit too hot outside.",2 years ago,en
Saffron,"Ko Samui, Thailand",Thai,0,4.3,87,Paw S,5,"Our friends stayed at the Banyan Tree and we came for a visit, to spend a wonderful evening with very attentive stuff and an excellent dinner. Would definitely recommend that place.",8 months ago,en
Ann Tha Din Daeng,"Bangkok, Thailand",Seafood,0,4.3,706,An Nguyen Hoang,5,"If you’re looking for a truly local dining experience in Bangkok, Ann Tha Din Daeng is a must-visit. The place feels very authentic and not touristy at all. The highlight here is definitely the crab – it’s fresh, flavorful, and absolutely worth trying. The owner and staff speak very limited English, but don’t let that hold you back; ordering and enjoying the food isn’t really a problem. One tip: come early. I visited around 7 PM on a Sunday and many dishes were already sold out.",a month ago,en
Ann Tha Din Daeng,"Bangkok, Thailand",Seafood,0,4.3,706,Aom Yampol,4,"The food was great. The squid was  sooo good.  Small downside, cash only! Please make sure u bring enough cash.",a week ago,en
Ann Tha Din Daeng,"Bangkok, Thailand",Seafood,0,4.3,706,GlobeStepsby Yune,5,"One of the best crab fried rice dishes I’ve ever had! The crispy pork belly was perfectly done, and the tom yum soup was packed with flavor just the right balance of spicy and tangy. I didn’t get to take many photos since we were all too hungry to wait, but every dish was worth it. Highly recommended, and I’d definitely go again if I’m ever in the area!",5 months ago,en
Ann Tha Din Daeng,"Bangkok, Thailand",Seafood,0,4.3,706,Patrathip R,5,"Always​ here​ for​ foooodie!!
Dont​ forget to​ order​ anything​ with​ crab  meat  🤩🤩🤩
Service: not a​ Five​-Star​ on​ Service.​  Most​ of​​ staff​ are​ polite.​ Yet,​ they​ seemed rush​ all​ the​ time.
Atmosphere: normal for​ street​ food.​",5 months ago,en
Ann Tha Din Daeng,"Bangkok, Thailand",Seafood,0,4.3,706,Anne,4,"Nothing special with the michelin star dishes and overpriced. 1550 thb for 3 water and 2 dishes, 1 prawn is 600thb and crab was 900 thb very expensive for the quality of food. Save yourself a hussle and go somewhere else.",2 months ago,en
Blackitch,"Chiang Mai, Thailand",Asian Contemporary,0,4.6,315,Namfon P,5,"A Unique Culinary Journey at Blackitch

We didn’t go for the full pairing, but took the sommelier’s suggestion to try orange wine — and it paired beautifully all the way through the meal!

The tasting course was crafted with unique local ingredients from across Thailand, north to south, as shown clearly in the menu. It really felt like a food journey through the country.

Some dishes were easy to enjoy, while a few were a bit challenging for my taste — especially the one with blue cheese (not my favorite, but interesting!).

Desserts were lovely, especially with the refillable tea pairing from the restaurant — a nice touch.

The atmosphere was intimate and quiet. We started around 5 PM and finished by 7:30 PM. Considering the experience and creativity, it’s definitely worth trying at least once.",3 months ago,en
Blackitch,"Chiang Mai, Thailand",Asian Contemporary,0,4.6,315,Emma Hsiao,5,"This restaurant was the highlight of my trip to Chiang Mai!

Definitely the best meal of the journey, Blackitch Artisan Kitchen’s Regional Thai Essence tasting menu (May edition) features 13 creative courses inspired by the flavors and ingredients from all over Thailand. It reflects the chef’s deep respect and understanding of local produce, with each dish thoughtfully composed.

The entire experience breaks away from the usual heavy handed Thai flavors. It still captures the soul of Thai cuisine, but with a delicate, inventive twist that really hit the sweet spot for me. Every ingredient is sourced from organic farms across the country, and I can truly taste the seasons and the land in every bite.",4 months ago,en
Blackitch,"Chiang Mai, Thailand",Asian Contemporary,0,4.6,315,O.S. Writes,5,"A journey across Thailand … In one dining.

Incredible meal. Stunning presentation. And soooooo tasty. Yum!
Got so lucky this trip in Chiang Mai that managed to go twice within a week! The restaurant is incredible and praised highly amidst foodies across the world, Thailand including… so getting the reservations is getting challenging.

Incredibly high quality of ingredients, lavishly extensive and ‘just right’ menu. And the wine pairing is unusually good. Coming from England and dining in places like L’Arpège, KOL and The Ledbury, I got used to the fact that Thailand has high tax on wine imports and I usually don’t expect much from wine options/pairings … however this time the wine pairing was just really good. I went for the wine pairing both visits. Also, rather surprisingly the price was really low compare to what I’d normally pay when dining in Thailand with wine pairing.

The meal in itself made me feel like my tastebuds went to the Disneyland! Some dishes were so yummy that I had to ask for an additional serving on my second visit, that I have actually slightly regretted as I struggled to finish my meal. Some dishes were really new to me and I wasn’t accustomed to the tastes.. even though I have had meals of various nature across Thailand… so I just went with the flow and eat them anyway… and then my body had this happiness. It’s hard to describe. My tastebuds didn’t know what to do about these new flavours, but my body felt at home, nurtured and somewhat deeply happy. A new level of food experience unlocked for sure!

I have been going to this restaurant every time I am in Chiang Mai, pretty much since they’ve opened. Yet I feel this trip round the restaurant truly exceed my expectations.
I am very much into Bangkok food scene and particularly favour this year Soma Bangkok, and Ore… I have to say Blackitch Artisan Kitchen is a one of a kind… It’s Thai food yes, yet it’s so innovative and different (a little bit like Ore actually… yet different(!) so don’t expect similarities in food servings)… I feel you want to submit to whatever is given to you, consume it… and allow your body and eyes enjoy the feast on a whole new level.

What I particularly liked this time round:
no extreme sharp tastes, the food flows beautifully together
wine pairing is truly good even for any European fancy dining
still extremely affordable (the prices in Thailand have risen sharply and I have to watch my budget this trip) … it’s not CHEAP! please! if you are used to paying 10 Baht for a plate of rice on a street market - this restaurant is not for you. It is fine dining! Just really affordable one.
got lucky to eat twice within a week… :)

Ohhhhhh and DESERTS! ok, this is a whole another review … maybe next trip/visit … one desert I nicknamed “Christmas came early”… it was so good, I felt like I am opening Christmas presents… Ok, basically you can grasp that I am one very very happy eater/customer of Blackitch Artisan Kitchen.
Thank you!

ps: I've exceeded the word limit here so shared tips in photos :)",2 months ago,en
Blackitch,"Chiang Mai, Thailand",Asian Contemporary,0,4.6,315,Su Su,5,"Absolutely fantastic meal, so memorable!!!
Loved the featuring of various regional produce from all over Thailand. Excellent flavour combinations, and textures too. Truly an outstanding, gastronomical experience.

You must book ahead. There are two seatings a night (and lunch apparently too).
There is a 5pm (which we went to as no other spaces were available) and a 7:30/8pm time slot.

It’s a 14 course tasting menu for about 3,000 THB $100 USD per person, alcohol and drinks extra. The pineapple basil mocktail with fresh red peppercorns was delicious!! The staff said it was their favourite too!

It is a very satisfying tasting menu and we left definitely feeling full, satisfied but not uncomfortable. Some of the dishes were slightly spicy (which we enjoyed) and you were told if it was spicy- I’d say they modify the spice level according to your preferences when booking.

Wait staff spoke English and explained each dish.

It’s very reasonable for a Michelin recommended restaurant with such excellent food. There is only seating available for 15 people upstairs (not wheelchair accessible)
But it was a pleasant area with quite nice decor.

Ideal for special night out or to impress clients as it showcases such amazing quality Thai produce.",3 months ago,en
Blackitch,"Chiang Mai, Thailand",Asian Contemporary,0,4.6,315,Ben Arnold,5,"I had an excellent meal at Blackitch in Chiang Mai. The concept behind the restaurant is super cool; it's all about showcasing unique Thai dishes from different regions across the country, and it really delivers.
With local ingredients and traditional techniques you can tell every dish has serious thought and craft behind it. You're not just eating dinner; you're getting a regional tour of Thailand through flavor. Service presentation and atmosphere were great.
Some of my highlights from the night:
• The Phang-Nga fish with ginger jime was incredibly fresh and beautifully plated. Clean, delicate flavors with a nice kick.
The slipper lobster totally surprised me. I'm usually not a big lobster fan, but when it's done well-like this-it's a game changer.
The Yornfish with wild almond and beetroot
cream was rich and balanced. I cleaned the plate.
• The stuffed chicken wing was perfectly cooked and looked like a piece of art with each ingredient separated.
• The buffalo shank was super tender and flavorful.
• The grilled rump of Kholoris beef was also a standout-no photo, though, I was too busy enjoying it.
For dessert, the palm sugar mille-feuille and pineapple ice cream were both done excellently-refined without being overcomplicated. My favorite part of the meal.
I think with just a bit more intensity in flavor and spice, this place could earn its Michelin star. Honestly, it already has that level of creativity and precision.",3 months ago,en
Krua Supanniga by Khunyai Somsie,"Khon Kaen, Thailand",Thai,0,4.4,337,李再龙,4,"It's a great place to dine in. The atmosphere is great with plenty of space for you to walk around while you wait for your food. But it won't take long because each dish is fast. The price is alright and that the service is great. There's also painist to enhance your experience while dining.
The taste is amazingly good with the exception of that a lot of things are unusally salty. Like the cabbage with fish sauce. Only one leaf and I could eat with half of the rice plate. It's really really salty. They should lower the salt in every dish. Some of their dish could improve like the kaojee as they tried to create a filling, but they didn't put enough in and turned them into normal kaojee",9 months ago,en
Krua Supanniga by Khunyai Somsie,"Khon Kaen, Thailand",Thai,0,4.4,337,Phollawat P.,5,"true delight! The flavors are authentic and perfectly balanced, with dishes that are both aromatic and rich in taste. The service is warm and attentive, and the cozy ambiance makes it an excellent place to enjoy a meal.",11 months ago,en
Krua Supanniga by Khunyai Somsie,"Khon Kaen, Thailand",Thai,0,4.4,337,Waranaree Viriyaroj,1,"The food tastes relatively good but the services were really bad. Plus, we were fooled about grilled shrimps prices; instead of charging per piece we were charged per grams! I don’t understand why they received Michelin rewards. Do not recommend to come here at all.",a year ago,en
Krua Supanniga by Khunyai Somsie,"Khon Kaen, Thailand",Thai,0,4.4,337,Kit,5,"Just stumbled upon this place on a whim after visiting Luang Pu Maha Sila Monastery. The moment you enter, you feel the peaceful, serene atmosphere, surrounded by natural forest trees. They've created a very relaxing vibe, almost like being in a green forest national park! The food is good, though I wish it was a bit more authentic Thai. But that's just me—everyone in my group loved it. You have to check this place out!",a year ago,en
Krua Supanniga by Khunyai Somsie,"Khon Kaen, Thailand",Thai,0,4.4,337,Victor Chusakulporn,1,"Food is alright, lean toward being pricey. Service is abysmal. Doesn't seem like the past comments motivate the operator to improve their cuisine experience. Recommend to those that can wait long time for above average food with poor service. Probably not a good place for local Thai.",a year ago,en
Pratunam Baan Ko Noodles,"Phra Nakhon Si Ayutthaya, Thailand",Noodles,0,4.4,173,Mike Era,5,"Great place to eat. You have to walk down the hallway to get to the restaurant area. That you wouldnt know is back there, but they a food cart by the front. Well worth it. The food was amazing the pork dumplings are so delicious. And the chicken is great 👍 👌 😋 😀",a month ago,en
Pratunam Baan Ko Noodles,"Phra Nakhon Si Ayutthaya, Thailand",Noodles,0,4.4,173,Ashraf M,4,"Stopped by last night with the family.  Neat place.
Food was good. We had the red curry chicken, seafood tom yum, noodle with chicken, steamed rice 🍚 and Thai iced teas.

Food is delicious, guest service is great by owners.  They speak English.

I couldn’t give it 5-stars because I found the portion for rice is ridiculously small. Rice you pay separate and it’s weirdly overpriced.  I think almost everything is overpriced so I think their price caters to foreigners only.

Mango sticky rice is over B200+ and it’s around 100-120 everywhere else.",7 months ago,en
Pratunam Baan Ko Noodles,"Phra Nakhon Si Ayutthaya, Thailand",Noodles,0,4.4,173,Nicole Mae Amarga,5,You know the food is so good when the plates are all clean hahaha so yummy!!!! definitely a good place to dine!!! We'll be back ❤️❤️❤️,2 months ago,en
Pratunam Baan Ko Noodles,"Phra Nakhon Si Ayutthaya, Thailand",Noodles,0,4.4,173,Liqing Choong,5,"Very delicious and accommodating! My dad wanted hot coffee but they only have iced coffee. The boss was able to make a hot coffee for him.
We really enjoyed the fried sea bass a lot",6 months ago,en
Pratunam Baan Ko Noodles,"Phra Nakhon Si Ayutthaya, Thailand",Noodles,0,4.4,173,Stevani Octavia,4,"Food taste so good with good portion as well
A bit overprice but we understand as it located in tourist area",3 months ago,en
Aunglo by Yangrak,"Bangkok, Thailand",Thai contemporary,0,4.5,572,Pornkana Suthiphongkanasai,5,"Located along Silom Road, this charming restaurant stands out with its stylish décor and cozy atmosphere. There aren’t many tables, so I highly recommend making a reservation in advance. Around 7 p.m., the place gets very busy, and many walk-in customers end up waiting in line.

The grilled dishes are the highlight here — the smoky aroma from the charcoal, the freshness of the ingredients, and the chef’s seasoning make every dish rich and perfectly balanced. The restaurant beautifully elevates traditional Thai cuisine with creative twists, offering several innovative dishes that are both familiar and exciting. I especially recommend trying their signature items every plate is truly delicious.

Service-wise, the staff seemed a bit overwhelmed, probably because there were too many guests and not enough staff, but overall, they were attentive.

For parking, you can park at the Pullman G Hotel and have your ticket validated at the restaurant.",2 weeks ago,en
Aunglo by Yangrak,"Bangkok, Thailand",Thai contemporary,0,4.5,572,Mieniemint P.,5,"Creative Thai Izakaya dining. The seafood is exceptionally fresh, and every dish we tried was full of flavor.
The shrimp pancake is a must-try (we order two times!) — crispy, savory, and absolutely delicious. Even the simple fried rice stood out, showing how much care they put into every plate.

To finish, we had dessert, which was not only delicious but also felt unique and exotic — the perfect ending to a wonderful meal. Honestly, we loved everything we tried here. Highly recommended",a month ago,en
Aunglo by Yangrak,"Bangkok, Thailand",Thai contemporary,0,4.5,572,Lauren Myers-Cavanagh,5,"Loved every bite of this meal. We ordered most of the dishes marked on the menu with a heart and were not disappointed. Oozing with flavour, the food was unusual takes and tapas style bites on traditional Thai dishes. The presentation is standout and we could easily have kept going with dessert. Depending on what city you’re visiting from, you’re likely to find this place is great value for money. I can’t wait to go back.",a week ago,en
Aunglo by Yangrak,"Bangkok, Thailand",Thai contemporary,0,4.5,572,Nic,5,"quality modern thai food without breaking the bank - definitely put this on your itinerary!

i think they are better known for their open flame grill and thai street food - jap izakaya fushion skewers? i definitely preferred the chicken skewers (esp the boneless chicken wing with yuzu kosho) over their signature moo peng actually.

don't skip the other dishes too.

the shrimp on coconut pancake appetiser was TO DIE FOR. mochi-textured dense pancake with strong gula melaka and kaya fragrance. odd combination with shrimp but it worked so well!

the kailan cooked with prawn paste (har cheong sauce) was super yummy too! why has no one thought of using prawn paste instead of oyster sauce to dress vegetables all this time?

the pork ribs was on almost every table, so we got one to try too. it was fork tender and really yummy but leans on the salty side, so pair it with the pickled lettuce to cut thru the salt.

pomelo and shrimp salad was alright, but the least impressive of the dishes we tried.

P.S. i counted  6 aircon units for a relatlively small dining space. be warned it was very cold and draughty which marred my experience ever so slightly",3 weeks ago,en
Aunglo by Yangrak,"Bangkok, Thailand",Thai contemporary,0,4.5,572,Kenny Yap,4,"Michelin bib gourmand spot. Came by during lunchtime on a Saturday with reservation but while the place was packed there were still some seats available.

We ordered most of the items (menu wasn’t the biggest). The moo ping was great with a nice char. Actually pretty much most of the dishes had a nice char since it’s cooked over open fire. Worth a try.",2 months ago,en
View Mun,"Ubon Ratchathani, Thailand",Isan,0,4.4,429,Yvon Python,5,"Nice music sound not too high, lovely restaurant and good service.
I asked papaya salad not spicy and with no sugar, I received as I order but they kindly gave also a plate of cucumbers and tomatoes
Fish big and very good !
Vanilla ice scream is top quality of vanila
It’s a nice restaurant !",8 months ago,en
View Mun,"Ubon Ratchathani, Thailand",Isan,0,4.4,429,Jonas Hodges,5,"Food was excellent! All the dishes appear to be seafood / fish. Note that the menu is in Thai, but that some dishes have photos. Note also that they only accept cash, so bring cash if you go. Views are just as good as the food.",6 months ago,en
View Mun,"Ubon Ratchathani, Thailand",Isan,0,4.4,429,Michael Preston,5,"Great view. Great staff.

The food was fresh and cooked and flavoured perfectly. Of course, Isaan food is ubiquitous in Thailand. But many dishes had distinct flavours from using local ingredients and herbs. It was not just high quality but also a distinct experience.

The fried cat fish was cooked perfectly. It also came with a wonderful chilli sauce that I'd recommend to everyone.

I also had a delightful som dtam Dish that used pea shoots instead of papaya. The moo larb and prawn salad was perfect and tom yum bplaa was not just perfect but I'd never had one with those flavours before.

The staff was able to recommend the isaan highlights and also the highlights more specific to Ubon.

It was worth every penny and a special trip slightly outside of the main city.",10 months ago,en
View Mun,"Ubon Ratchathani, Thailand",Isan,0,4.4,429,Dach Skol,5,"This restaurant establish more than ten years ago which changed from resort as a retirement project of the owner. She has a friendly characteristic and welcome all customer by herself.

The very first customer intend to serve are her friends. Four food oredred are well cooked with the original taste and freshness.
The most recommende menu are frices sticky rice with shrimp, fries fish with garlic, home cooked pickle cabbage and salted fish dipping.
For soup recommended sour fish soup.

Gauranteed by Michelin Guide 2023-2024 sign.

Parking are available near by its restaurant and can be park around 10 cars.

If you visit them at the right time of sunset, you will see a very nice view too.

This restaurant also need some direction sign for pointing to its restaurant.",a year ago,en
View Mun,"Ubon Ratchathani, Thailand",Isan,0,4.4,429,Tor,3,"I had high expectations to the food here as it was michelin, but all of it was quite oily. The fried rice was very plain and nothing special, the fish and sundries beef was also very plain. The location is perfect though, so forget that it’s Michelin, come have some food and enjoy the river view.",a year ago,en
Lahnyai,"Bangkok, Thailand",Thai contemporary,0,4.6,109,Sasipim Hongsuwong,5,One of the finest Thai fine-dining experiences I’ve had — every bite was delicious. The tea pairing complemented the dishes perfectly. Absolutely worth it! 💞,a month ago,en
Lahnyai,"Bangkok, Thailand",Thai contemporary,0,4.6,109,Christopher Presz,5,"If your looking to dine like royalty, this is the spot. Exceptional service, great atmosphere and beautifully presented tasty dishes. Our table was blown away by the experience, well done to the whole team!",4 months ago,en
Lahnyai,"Bangkok, Thailand",Thai contemporary,0,4.6,109,Mia Yoong,5,We had an absolutely wonderful experience celebrating our wedding anniversary here! The food was incredible — every dish was full of amazing flavor and beautifully presented. The wine pairing was perfect and complemented each course so well. The service and atmosphere made the evening even more special. Thank you for giving us such a memorable anniversary celebration! Highly recommend. 🍷,a week ago,en
Lahnyai,"Bangkok, Thailand",Thai contemporary,0,4.6,109,Supaphon J.,1,"I struggle a lot to find positive comments for this place. Food was ridiculously bad - only the first bit was able to make me happy. Most other dishes were greasy and super salty! One of the fried dishes smell really old like it was cooked from old cooking oil. Portion wise are pretty weird: wagyu which supposed to be one bite was quite large and the duck in the curry dish was so small and thin.

Service was pretty average but the kitchen crew finished cleaning their kitchen and left the site even before I finished my meal.",10 months ago,en
