restaurant_name,location,cuisine,michelin_stars,google_rating,total_google_reviews,reviewer,rating,review_text,date,language
Day & Night,"Surat Thani, Thailand",International,0,4.6,1361,Josh Goldberg,5,I got red wine watermelon smoothie medium rare steak coconut curry and finished with a Thai tea tiramisu. Everything was perfection. The meat was cut with a spoon it was so tender the curry had amazing flavor. The wine was so nice and the smoothie was so refreshing. The dessert had multiple different custard toppings from a coffee flavored one to a raspberry flavored one. Not my favorite in the world but it was different and it was super good and for somebody else they may love it. All in all it was delicious. Pricey but delicious. That meal came out to be around 1200 baht. It was super good however and if I wanted to splurge on a nice dinner again I would return.,3 months ago,en
Day & Night,"Surat Thani, Thailand",International,0,4.6,1361,Marc L,5,One of the best places to have dinner in Surat Thani. Great atmosphere but a bit loud. Excellent and diveres food and wines.,a month ago,en
Day & Night,"Surat Thani, Thailand",International,0,4.6,1361,Ploy,5,"Recently dined at Day & Night. It was an amazing experience from start to finish.
The ambiance was cozy and lively, making it a perfect spot for casual dining.
As for the food, it was delicious and beautifully presented.
The prices were great value for the quality, and overall, I would highly recommend this restaurant to anyone looking for a great meal.
I’ll definitely be coming back!",8 months ago,en
Day & Night,"Surat Thani, Thailand",International,0,4.6,1361,Joagat,4,"The food here is absolutely delicious! The starters are great, the pizzas are definitely a highlight, and the ribs were perfectly cooked—tender, flavorful, and seasoned to perfection. If you’ve got room for dessert, don’t hesitate; they’re fantastic and won’t disappoint.

The only downside was the seating. Inside, the restaurant was quite loud, and the air conditioning was a bit too strong. Outside was more pleasant, but there were quite a few mosquitos. However, these minor inconveniences didn’t take away from the overall experience.

All in all, it’s a fantastic spot for a satisfying meal and comes highly recommended!",10 months ago,en
Day & Night,"Surat Thani, Thailand",International,0,4.6,1361,Kseniia Pisareva,5,"This place is a must-visit for anyone wanting to experience authentic Thai cuisine in a “European” setting. We tried the braised pork, a signature dish of watermelon with fish, a delicious starter, and rice with pineapple and shrimp. Every dish was bursting with flavor and love!

I’ve found that, in this special spot, the spiciness of the food truly complements the flavors instead of overwhelming them, which has been a rare delight for me. Each dish felt like a beautiful symphony, not just for the taste buds but for the heart too.

I was also pleasantly surprised by the aftertaste. Usually, I can have some side effects after trying new foods, but not this time! I think it reflects the quality and harmony of the flavors I experienced.",8 months ago,en
Lenzi Tuscan Kitchen,"Bangkok, Thailand",Italian,0,4.7,1009,Serge Kurz,4,"Very nice restaurant with - in general - good food. I was very disappointed by the dessert. I hoped for a real Italian gelato (ice cream) but what I got was hard to discribe. The only thing it had in common with ice cream was that it was served frozen. Other than that it was chewy, its taste was artifical I really didn‘t like it. The espresso then was aa again phenomenal.",a week ago,en
Lenzi Tuscan Kitchen,"Bangkok, Thailand",Italian,0,4.7,1009,Suchaya C,5,"This place is on an expensive side but worth the price!
The restaurant has been around for quite some time and is consistently busy, which speaks about its popularity. All the dishes I've tried have been excellent, especially the foie gras ravioli and ribeye steaks-absolutely delicious! The complimentary focaccia is also my favorite.
The service is at a standard; the staff is attentive without being intrusive, ensuring you feel comfortable throughout your meal. However, during my last visit, the food service was a bit slower than usual, which disrupted the flow of our dining experience. There were moments when we had to wait longer than expected for our dishes.
Overall, I highly recommend this place for its fantastic food and great atmosphere, but I hope they can improve on the timing during busy periods!",a month ago,en
Lenzi Tuscan Kitchen,"Bangkok, Thailand",Italian,0,4.7,1009,Eddy Buranakul,5,"Dear team of Lenzi Tuscan Kitchen,
Thank you for such a wonderful evening. I really do not know how you elevated everything beyond the superb meal on offer. We were so touched by your thoughtful and attentive and unassuming service. It could not have been a better experience.",4 months ago,en
Lenzi Tuscan Kitchen,"Bangkok, Thailand",Italian,0,4.7,1009,Christina,4,Really nice find dinning Italian restaurant. Really enjoy their excellent services. Business lunch quite satisfying however the option quite small compare to other shops.,a month ago,en
Lenzi Tuscan Kitchen,"Bangkok, Thailand",Italian,0,4.7,1009,Gisele Lupi,5,"Our party of 4 adults and 2 children were seated promptly on arrival. Service was efficient and smooth. The food authentic, very concentrated flavors, coming from a pleasingly visible tight kitchen brigade. Would highly recommend.",a month ago,en
Sra Bua by Kiin Kiin,"Bangkok, Thailand",Thai contemporary,0,4.6,939,Fab Foodie Swede Malin Nordblom,5,"Such great Thai experience! First of all the interior and space, high ceilings, water, beautiful furniture and colours. This is a cozy luxury Thai dining experience. Two chefs, Michelin-starred Chef Henrik Yde-Andersen and Resident Thai Head Chef Berm Chayawee and their team has created menus that makes you leave with a smile on your lips. Their current ”Whispers of the Land” menu focuses on local ingredients from different parts of Thailand. Everything came with a story from the very attentive waiters.",a week ago,en
Sra Bua by Kiin Kiin,"Bangkok, Thailand",Thai contemporary,0,4.6,939,Nip Va,2,"The decoration looks great but the food and service quality undermined the whole experience. Too many tables to serve resulting in staff rushing to present the dishes. Felt more like a mass production line rather than a relaxing fine dining experience. Though the food looks interesting as a concept, the sequence and combination of format of the dishes didn’t meet expectations, especially the taste that did not really complement one another. Still I appreciate that they made it an interactive experience with magic tricks and more, but the quality and value for money was underwhelming.",a month ago,en
Sra Bua by Kiin Kiin,"Bangkok, Thailand",Thai contemporary,0,4.6,939,URI GOUSMAN,5,"Absolutely amazing!
It deserves more than just 1 Michelin-star.
Beautiful, tasty, surprising, innovative cuisine.
It's my second time here and not only I was not dissapointed, but it was even slightly better than last time.
Thanks to Pompimol and all the super friendly and professional staff members!!!
Highly recommended.",a month ago,en
Sra Bua by Kiin Kiin,"Bangkok, Thailand",Thai contemporary,0,4.6,939,Nien-Heng Yang,5,"My partner and I had a wonderful dinner here. We really enjoyed the restaurant's atmosphere. The food is fantastic and full of creativity, which brought lots of joyful moments to us. They even guided us to the kitchen back of the house to fully appreciate how their cuisine is made.
Thanks for the Peachy service. It was one of the most memorable nights in Bangkok. Highly recommended!",3 months ago,en
Sra Bua by Kiin Kiin,"Bangkok, Thailand",Thai contemporary,0,4.6,939,Floria Dixon,5,The most amazing lunch. We ordered the 3 course meal but chose the different options and shared… so it felt like the 5 course meal. The whole experience was just incredible. A very sensory experience. Service was also fantastic. Highly recommend in Bangkok! Also very reasonably priced,4 months ago,en
Reunros (Yan Nawa),"Bangkok, Thailand",Chinese,0,4.4,625,Kaewwara Fah Shi,5,"We ordered set menu 19,500 Baht for 10 people. Food quality and quantity is worth to spend. The environment and atmosphere suit for business discussion (VIP room) and also family time. Overall, Im impressed with it.",10 months ago,en
Reunros (Yan Nawa),"Bangkok, Thailand",Chinese,0,4.4,625,SwiftFox,4,"I’ve been here many time. Foods are nice especially the vegetables menu. They offered fish maw from the very cheap to more of the expensive one.

Fast-cooking, staffs are kind.

Foods are tasty and the restaurant is clean. You can sit down in the private room in case you come with family, friends or business meeting.

One of my favorite Chinese restaurants in Bangkok.",a month ago,en
Reunros (Yan Nawa),"Bangkok, Thailand",Chinese,0,4.4,625,KB (PEARL),5,The food in Set 2 should be selected more high quality to match the price. You slice the fish meat thinly.,3 months ago,en
Reunros (Yan Nawa),"Bangkok, Thailand",Chinese,0,4.4,625,Jean Ng,5,"Made my reservation weeks ago for Lunar New Year reunion dinner with family. This old school chinese thai restaurant is spacious with clean modern interior and have several private rooms. Service is attentive and quiet, staffs are very warm and welcoming.

Food is good and the fish maw soup packed with flavours. The steam dumplings and spring rolls may looked ordinary but its something not to be missed trying. The highlight of the meal is the final dessert, sweet taro puree with gingko. I picked out this place because of that. Its a Teochew specialty and to be honest its nothing special but it has a place in my heart because my father loves it. I remembered as a child, my family traveled to Thailand during Lunar New Year and we had this dessert end of the meal. Now that we are back in Thailand, I want everybody to remember this sweet memory again. The restaurant’s preparation is less sweet and well balanced with the bitterness of gingko and the taro puree is smooth.",2 years ago,en
Reunros (Yan Nawa),"Bangkok, Thailand",Chinese,0,4.4,625,Phumin Aphichaichatchaval,5,Great authentic taste. The fish is fresh. The fried rice is unique with their dried fish that is different from other restaurants. The big flat noodle menus are awesome. Cozy setting - suitable for big families with separate rooms for privacy. Plently of parking spaces. Will definitely go back to try more menus.,4 years ago,en
Suan Thip,"Nonthaburi, Thailand",Thai,1,4.5,1091,Michael Preston,5,"Great food and much of the herbs are from their own garden which is beautiful. It has an amazing view of the river too. I'd recommend it to anyone. It's very, very cheap for a Michelin starred restaurant. The garden also makes it one of the most beautiful restaurants I've ever dined in. The curries are lovely so is the fried fish.",a month ago,en
Suan Thip,"Nonthaburi, Thailand",Thai,1,4.5,1091,Teera,5,"This establishment is quite pleasant, and the atmosphere is delightful.
The staff members are exceedingly polite and provide excellent service.
The traditional Thai cuisine is absolutely wonderful.
I would highly recommend the ""Kratong-thong"" appetizer.
The main courses are exceptionally flavorful and well-balanced, without being overly spicy.
Furthermore, the ice cream for dessert is incredibly delicious.",3 months ago,en
Suan Thip,"Nonthaburi, Thailand",Thai,1,4.5,1091,T. G.,5,"This Michelin-starred restaurant serves the best Thai food I’ve ever had. Set in a beautiful park by the river, with the option to dine outdoors or inside, it offers stunning views along with incredible food. Prices are very fair, making the experience even better. We’ll recommend it to anyone visiting Bangkok, and it’s now a must-visit spot for us every time we’re in Thailand.",a month ago,en
Suan Thip,"Nonthaburi, Thailand",Thai,1,4.5,1091,Thanakorn T,4,"The food was delicious, though the flavor might be a bit mild for Thai taste. However, the presentation and serving were very refined and carefully prepared.",3 weeks ago,en
Suan Thip,"Nonthaburi, Thailand",Thai,1,4.5,1091,Kwanlada Chansongklod,5,"An unplanned destination but turned out super! Loved every dish, especially the dessert. Hard to find a really good Gluay Khai Chuerm these days, but Suan Thip can provide. Moreover, the green garden around us was very cool and refreshing.  Recommend to reserve a table in advance. We visited on Mother's Day and it was the last table, how lucky!",2 months ago,en
Yamazato,"Bangkok, Thailand",Japanese,0,4.5,524,Gik Jirasaktaweekul,5,"I always enjoy visiting this Japanese restaurant, as the food is incredibly fresh, the atmosphere is pleasant, and the flavors are delightful. I have had the pleasure of trying numerous dishes, including sashimi, tempura, noodles, donburi, and dessert, and each one has been truly impressive. The prices are also quite reasonable considering the high quality of the food, and I would highly recommend it.",a month ago,en
Yamazato,"Bangkok, Thailand",Japanese,0,4.5,524,EmceeRichardStyle,5,"Emceerichardstyle Mic Rating
🎤🎤🎤🎤🎤
🙏Itadakimasu!
The food was exceptional, staying true to authentic Japanese flavors with a beautiful presentation that highlighted the freshness of the ingredients!

The restaurant itself is beautifully designed, with a calm and elegant ambiance that sets it apart from other fine dining experiences in Bangkok. You can truly feel the attention to detail, not just in the food but in every aspect of the dining experience.
🙏Gochiso-osama!",2 months ago,en
Yamazato,"Bangkok, Thailand",Japanese,0,4.5,524,SH A,5,"Visited Yamazato at The Okura Prestige Bangkok for a refined lunch in a private room.
The presentation of each dish was stunning a feast for the eyes before even taking a bite.
The private dining room was spacious and offered a beautiful view, creating a calm and relaxing atmosphere.
Service was excellent, with attentive and professional staff making the experience even more enjoyable.
A perfect spot for a sophisticated lunch. 🍱🇯🇵",2 months ago,en
Yamazato,"Bangkok, Thailand",Japanese,0,4.5,524,Krisana Varanyuwatana,5,"Unfortunately, I’m limited to a 5-star rating on this platform—if I could give more, I absolutely would. My family and I are regular customers of Yamazato, and we all agree that it’s one of the best Japanese restaurants in Bangkok.

The quality of the ingredients is consistently exceptional—always fresh and delicious. The craftsmanship in both cooking and plating each dish is truly impressive. The service is equally outstanding; the staff are attentive from the moment you walk in, and the overall atmosphere is warm and refined. Everything is top-notch, and we’ve never had a reason to complain.

One of our favorites is the giant sushi rolls, generously filled with a variety of seafood and vegetables in every bite. The tempura is also a standout—crispy, flavorful, and never overly salty. The shared mixed sushi platter is not only beautifully presented but also offers a delightful range of flavors from each distinct type of seafood. And the Unagi Don—delicate river eel grilled to perfection, glazed with their signature sauce, and served over steaming Japanese white rice—is simply delicious.",5 months ago,en
Yamazato,"Bangkok, Thailand",Japanese,0,4.5,524,David H,5,"Love the Teppanyaki grill here. The 24th floor views and chef cooking in front of you add to the occasion, of course, but the quality and freshness of the food are what really impress. The set menu of wagyu and seafood is just delicious. Seafood first - quite simply prepared, exquisitely presented, a few Japanese condiments, the flavors are incredible. The wagyu is to die for - melt in your mouth sensations. On a really special occasion, try the top end of the wagyu selection - very memorable.",2 months ago,en
Sühring,"Bangkok, Thailand",German,2,4.6,1661,Teekapol Kasemkittisak,5,"Best experience fine dining in Bangkok. Elegant yet very welcoming. A masterpiece from start to finish. The service was amazing. The wine pairing was really impressive. Although it was our first time, it felt like we have been coming here for years. The complimentary Birthday dessert was to die for. Will definitely come back again and again. Bravo!",3 weeks ago,en
Sühring,"Bangkok, Thailand",German,2,4.6,1661,Nic,5,"went for lunch! german fine dining. food was really good especially the wild boar pate, duck, trout and lobster! the flavours aren't particularly innovative but definitely on point and balanced. presentation was elegant too

i couldn't appreciate the pasta dish tho which was a supplement- i think can skip

service staff were a lil amateur for 2 stars, maybe because we can't speak thai and there was a language barrier. it was really sweet that the twin masterchefs greeted every guest personally at the door though 😍

wouldn't recommend the wine pairing - maybe also a lot lost in translation due to language barrier",2 weeks ago,en
Sühring,"Bangkok, Thailand",German,2,4.6,1661,Narissa,5,"An impressive fine dining experience at Sühring Bangkok. The dishes were creative, beautifully presented, and full of delicate flavours that showcased modern German cuisine at its best.

Shoutout to Nori’s for providing the best service ever!",2 weeks ago,en
Sühring,"Bangkok, Thailand",German,2,4.6,1661,Stephanie Wong,5,"Sühring is a beautiful blend of modern German fine dining and warm hospitality. Set in a restored villa, it’s elegant yet welcoming. Every course was thoughtfully prepared, from delicate starters to hearty mains, all highlighting seasonal ingredients. We especially loved the appetizers — the trout, lobster, and duck were the most memorable. We tried both the wine pairing and the non-alcoholic pairing, and both complemented the dishes perfectly. Service was friendly without being overbearing, making it a truly memorable dining experience in Bangkok.",2 months ago,en
Sühring,"Bangkok, Thailand",German,2,4.6,1661,ARTYOS,5,"I recently celebrated my partner’s birthday at Sühring Bangkok, and once again this restaurant reminded me why it sits at the very top of my fine-dining list.

Whenever I think of the best restaurants in Bangkok, Sühring is always the first name that comes to mind.

The tasting menu is an exquisite journey — premium ingredients combined with masterful techniques and artistic presentation.

Each course arrives like a small work of art, perfectly balanced in flavour, texture, and creativity.

The service is flawless: attentive, warm, and professional without being intrusive, making the whole evening feel truly special.",a month ago,en
Ta Khai,"Phuket, Thailand",Thai,0,4.6,364,Jadzia Górska,5,"Visited during stay in Patong, and i would recommend to anyone traveling in Phuket.
Restaurant is beautiful, and at night it looks magical. Hidden from the surroundings, close to the beach, with beautiful garden.

Food has been exceptional! We ordered a set menu, containing of 4 servings, we left full and happy!
To the food we had some cocktails, not paired with the menu, can be an improvement for the restaurant in the future!

As for service, we were welcomed and shown the area around the kitchen, there is a garden where the team is growing their herbs! Its always nice to see the food that later we eat :)
During our dinner while one of us has been still eating the other plate has been already cleaned, so therefore 4 starts, my boyfriend also dropped his fork on the ground, but no one has noticed (he didn’t mind), but as the restaurant is Michelin guide recommended I would expect the staff to notice and replace it with a clean one.

In general i think its an amazing place to visit!",2 weeks ago,en
Ta Khai,"Phuket, Thailand",Thai,0,4.6,364,Siripuram Sai Bharadwaj,5,"We had a delightful dining experience. We tried two different set menus, and almost all the dishes were incredibly amazing and delicious. Overall, it was a great experience.

The ambiance was beautiful and picturesque, surrounded by lights and candles. The outdoor seating offered a stunning sea view. Everyone at the restaurant was dedicated to making our experience memorable.

The appetizers and desserts were impressive, and the main courses had unique flavors. All the seafood items were delicious, especially the snapper and shrimp.

If you can afford it, I highly recommend visiting this place. Including taxes and sparkling water, the average cost per person was around 2500 baht.",a month ago,en
Ta Khai,"Phuket, Thailand",Thai,0,4.6,364,Grace Tan,3,"We enjoyed the food and the ambience however, the staff attitude spoilt the evening for us.

Food
1. stir fried pork belly - was good and a different taste from the usual thai fare.

2. Tom yum goong - not sure if this was a taste from the south as mentioned by the server but it was sweet and tasted like tomato soup instead

3. Stir fried merlinjo veg - not sure if I spelt it correctly but it is a local veg and tasted good with it being stir fried with dried shrimps.

4. Grilled seabass - from pond to table concept. Guests get to eat their own catch from the pond. Fish was fresh and grilled nicely .

Wine list - suggest the wine list could be expanded and include more variety of grapes and locations.

Ambience
- nice village/nature set up.

Staff
- the male server attending to our table met the requirements of a server, although the friendliness felt forced at times however, still cordial and acceptable.

BUT he disappeared after we made the payment and it was pouring. We were seated in the indoor glass house and had no way to get to the main area without an umbrella. No umbrella was left for us and no one was around for us.

We were shouting “EXCUSE ME”, “HELLOOO” multiple times and loudly. The female servers at the outdoor patio were SO FOCUSED on their job of pulling down the blinds (facing us yet could not see or hear us). The staff at the cashier were also standing around and we felt they looked in our direction and looked away. but no reaction to come get us.

Both of us were now shouting together and all the staff still could not hear us! They were notified by the guests sitting NEXT to the outdoor counter where the 2 female servers were to let them know we were calling them. Guests could hear us but not them - something we could not understand.

When one of the female servers came over with an umbrella, the following convo proceeded (in actual words).
Us: “you couldn’t hear us shouting excuse me?”
Server: “YA I can hear you now”
Us: “what about just now?”
Server: stared at us and diverted the topic “you want buggy back to room?”

The tone used was impatient and unhappy and her face was as black as the wok.

We were appalled at this reaction and attitude.

Working at rosewood does not mean you’re of an elevated status or was it because we were Asians and not caucasians?

Of course, forget about a tip.",3 weeks ago,en
Ta Khai,"Phuket, Thailand",Thai,0,4.6,364,Catrina Barbuto,5,"Ta Khai was our favourite meal of the trip!

We sampled a few different dishes, some we chose ourselves and others were recommended by our lovey waiters.

We opted for some of the fresh seafood on display, and the standout for me was the whole Crab which we got wok fried Phad Char. It was herbaceous and spicy, though not overpowering—delicious even if a bit tricky to eat with the shell.

We also got the whole fish - (cooked as Tod Rad Prik Sabparot ) a sweeter dish compared to the others but equally as nice

Another favorite was the Yum Nuea Yang (Thai beef salad)—simple but so well-executed. The Poh Pia Sod (fresh Phuket rolls) also impressed, especially the accompanying sauce which brought everything together perfectly.

The mocktail (Ta Krai fizz) I ordered was incredibly refreshing definitely worth a mention!

Highly recommend if you're in Phuket and looking for something nice",5 months ago,en
Ta Khai,"Phuket, Thailand",Thai,0,4.6,364,Emelye E,5,"Obsessed with this place!!! Such an amazing menu with fresh ingredients. Paul was the best waiter. He was so kind and made sure we had the best experience. Highly recommend this spot. Great green curry, tom yum soup, and mango sticky rice.",5 months ago,en
Aulis,"Phang-Nga, Thailand",Creative,1,5,50,Howard Myones,5,"This restaurant is completely deserving of its praise. Had the pleasure of dining with Chef Charlie and his crew at Aulis on Tuesday. The quality of menu and the food was outstanding. Chef Charlie had complete command of the room without having to say a word and was able to spend a good portion of the meal discussing food, life, travel and everything in between. The build out of the restaurant was absolutely beautiful. Special shout out to Arsen, who was a phenomenal host, maitre’d, bartender and jack of all trades. If you’re in Phuket and enjoy fine dining, this is a can’t miss.",3 months ago,en
Aulis,"Phang-Nga, Thailand",Creative,1,5,50,Kennedy Wilson-Parke,5,"Like having dinner with friends…

From the first moment you arrive at Aulis, you know that you are in for a special experience. Arsen, Charlie and the rest of the team work in perfect synchronisation to deliver you a beautifully curated taster menu. Every single bite is an unforgettable experience - neither me or my husband could pick a favourite dish as they are all so beautiful. The menu perfectly exhibits local Thai produce and in trusting the chef’s knowledge and expertise each course is a surprise. The whole experience is only enhanced by the setting - a 15 seater chef’s table where you watch every step as your food is prepared. It also offers you the opportunity to engage with the Aulis team throughout the evening as they talk to you about the food, their industry experience and general conversation. By the time my husband and I left, we truly felt like we had had (an amazing) dinner with friends. I only hope we can be lucky enough to visit again. Thank you Aulis team!",2 months ago,en
Aulis,"Phang-Nga, Thailand",Creative,1,5,50,Kim,5,"An incredible fine dining experience that is not pretentious and just fun. From very friendly welcomes to interaction throughout all the courses and from an upbeat playlist to nightcaps at the end - just fabulous. The food was excellent,  the use of local protein and ingredients very well put together. The team are passionate and genuinely interested in their guests! Enjoyed the chat and banter. Looking forward to try Aulis in Hong Kong soon. And...the new Roganic.",5 months ago,en
Aulis,"Phang-Nga, Thailand",Creative,1,5,50,Elvira Yemets,5,"The Best Michelin Restaurant Experience!

I want to express my deepest gratitude to the entire team for making my birthday truly unforgettable! This was the best Michelin restaurant we have ever been to. It was such a unique and exciting experience—everything from the atmosphere to the food was absolutely perfect. The appetizers were incredibly delicious, and every detail was thoughtfully prepared.

We truly enjoyed not only the food but also the entire process—the interaction with the team, watching how each dish was prepared with such love and passion, and seeing how dedicated and involved everyone was. It was fascinating to learn about how they grow their own vegetables and carefully select every ingredient.

Yes, the price is high, but it is absolutely worth it. I highly recommend this restaurant to everyone looking for a truly special dining experience. Thank you for an amazing celebration!",7 months ago,en
Aulis,"Phang-Nga, Thailand",Creative,1,5,50,TIAN JIAO LI,5,"As someone who isn’t a fan of raw food, and after having experienced most of LA’s Michelin-starred non-Japanese restaurants with Niko, we feel lucky to reserve reservation at this place less than a week in advance.

From the moment we arrived, we were impressed—Chef Charlie personally came out to greet us by name, which has never happened to me at any Michelin restaurant in LA! (Happy +1) I was seated right in the center with a full view of the open kitchen, where the chefs were crafting every dish with precision. (Happy +1) The manager was also kind and even helped arrange a car for us after dinner since we were staying over 50 km away. (Happy +1) for great hospitality.

Food highlights:
•The Wagyu tartare appetizer topped with caviar was absolutely my favorite—so rich in flavor. Even those who typically avoid raw dishes loved it. (Happy+1)
•The prawn was springy and fresh, served raw but with zero off-putting flavor. The broth had a creamy flavor? citrusy finish from bergamot is refreshing (Happy +1)
•The dry-aged beef initially looked too rare, but one bite changed my mind—it was tender yet bouncy, with a light sauce that elevated the meat without overpowering it. (Happy+1)
•The yogurt course was so good I could eat it every day. Didn’t get enough of it! (Happy+1)
•The signature logo dessert was amazing! It is like a mousse with a texture somewhere between ice cream and mousse? likely infused with a bit of alcohol. Unique and memorable. (Happy+1)

Since Niko and I aren’t big on alcohol, we skipped the wine pairing and didn’t want any sweet soft drinks either. Even just with water, the food stood strong on its own—more refined than most Michelin spots in LA. The chef clearly has high standards, down to the precise plating. The ambiance combined postmodern minimalistic luxury with greenery, making the whole dining experience relaxed yet elevated.

A few downsides:
•The opening duck dish didn’t taste great.
•One mushroom-based dish was overly salty.
•The water glasses were awkwardly large and hard to grip.

Overall, I’d give it a 9/10, and hope to see them earn 3 star soon!

— Stacy L & Niko L",6 months ago,en
Here Joi Beef Noodle,"Khon Kaen, Thailand",Noodles,0,4.5,469,Chomticha S.,5,"2024 Michelin guide beef noodles in the Khon Kaen city, about 15-20 minutes from Khon Kaen Airport. The restaurant is on the roadside. You can park the car on the side of the road. Afternoon weekdays are not crowded, no need to wait in line. The main menu is beef noodles, starting at 70 baht, the price is affordable. Beef was so tender, umami tasty beef soup. There is also meat and pork satay with Peanut Sauce.",a year ago,en
Here Joi Beef Noodle,"Khon Kaen, Thailand",Noodles,0,4.5,469,Bev,5,Great local food. Eating with local people is a good experience.,2 weeks ago,en
Here Joi Beef Noodle,"Khon Kaen, Thailand",Noodles,0,4.5,469,Jess R.,5,"One of the best local beef noodle spots, made with care and cooked to perfection. The beef was tender and meaty and the soup was just right Thai flavor.",5 months ago,en
Here Joi Beef Noodle,"Khon Kaen, Thailand",Noodles,0,4.5,469,Cameron Pratt,5,Some of the best beef noodles I have had in Thailand! Very strong beef flavor in the nam sai(clear) soup. Staff are all very friendly.,4 years ago,en
Here Joi Beef Noodle,"Khon Kaen, Thailand",Noodles,0,4.5,469,Steve Jones,5,Best food I’ve eaten in Thailand so far. Incredible value and amazing quality with extremely friendly employees. Khob khun krap,4 months ago,en
Aunt Aoy Kitchen,"Chiang Mai, Thailand",Thai,0,4,610,Alex Chan,5,Great food. Worth Michelin Gourmand title. Soft shell crab with garlic and chef Omelette are excellent. The seafood rice noodle salad is also good. Must try if you up are in Chiang Mai.,2 weeks ago,en
Aunt Aoy Kitchen,"Chiang Mai, Thailand",Thai,0,4,610,Aditya Raj Agarwal,2,"Very basic for the price that you are paying here! The Michelin Gourmand rating probably brought in too much attention to them. But the restaurant is made very much for expats and tourists and doesn't actually bring down the originality of the Thai flavour that one would expect while travelling. Even for the expats it's not an amazing place. I had the ""Thai basil rice with shrimp"" which was very average and the omelette with minced pork which was very oily.",3 months ago,en
Aunt Aoy Kitchen,"Chiang Mai, Thailand",Thai,0,4,610,Sonny,5,"Very homey place. Drinks are self service. Food is quite fast, but maybe cuz we went nearly their closing time so not many tables left.
The food we ordered were tasty. Stir fried soft-shell crab was exceptionally delicious. Really recommend.
Apparently the place is famous among Korean tourists also.",4 months ago,en
Aunt Aoy Kitchen,"Chiang Mai, Thailand",Thai,0,4,610,Jane Yen Shiang Cendol,4,"Got their chef omelete and yellow curry stir fry...its tasty but lack of some omphhh..can try but not worth your time to queue. I came at 630pm on tuesday, no wait..",2 months ago,en
Aunt Aoy Kitchen,"Chiang Mai, Thailand",Thai,0,4,610,Loke,5,"The soft shell crab with curry tasted extremely good. Highly recommend the omelette as well. Portions are pretty big, so be careful of over ordering. Loved it here! Great food",3 months ago,en
Krua Apsorn (Dusit),"Bangkok, Thailand",Thai,0,4.3,782,W Z,5,I’ve been to this restaurant four times during my two separate visits to Bangkok. Some of the dishes were a bit underwhelming while some were exceptional. I would high recommend 1.spicy and sour shrimp soup with lotus root 2. Tom yum soup 3. Cowslip flowers with either shrimp or pork mince.,a month ago,en
Krua Apsorn (Dusit),"Bangkok, Thailand",Thai,0,4.3,782,Austin,5,"We were fortunate to got a chance to try michelin (bib) restaurant and it was really worth it. Everything tastes amazing especially crab and prawn. We also tried coconut ice cream which was super delicious and i would recommend trying it out!
The downside was parking which was quite difficult to find (took us around 10 min) and too many tourists leading a but noisy for us. The service was also great.",9 months ago,en
Krua Apsorn (Dusit),"Bangkok, Thailand",Thai,0,4.3,782,LYSL28,5,Delish food & reasonably priced. Love every dish we ordered & will definitely go back again to try others on the menu,4 months ago,en
Krua Apsorn (Dusit),"Bangkok, Thailand",Thai,0,4.3,782,Binh Nguyen Thai,5,"I heard that the founder of the restaurant was ex-chef of Royal family so we came here to eat. We asked a staff and he recommend us 6 dishes. All were enormous portion, mouthful, dedicate, sophisticated and delicious like exactly what we expected. We will definitely come back here again.",a year ago,en
Krua Apsorn (Dusit),"Bangkok, Thailand",Thai,0,4.3,782,Jung-Woo Choi,5,"I didn't feel the need to go to the main store, and in fact, I enjoy visiting this place. Great taste foods and friendly staff. I think that it's one of the best restaurants in Bangkok.",9 months ago,en
Celadon,"Bangkok, Thailand",Thai,0,4.4,309,Rathasart “Vin” Cherkong,5,"I had the joy of hosting a family dinner at Celadon, and it turned out to be such a delightful experience. From the moment we arrived, the staff was incredibly attentive—anticipating every need and offering warm, welcoming service that made us feel completely at ease and well looked after.

The flavors were unforgettable. The green curry stood out as one of the most delicious I’ve ever tasted—creamy and perfectly spiced, with a depth of flavor that lingered long after the last spoonful. And those duck spring rolls… absolute perfection. Crispy on the outside, tender and flavorful inside—truly a dish to remember.

But it wasn’t just the food that made the evening special—it was the entire atmosphere and level of service. The staff remained calm and efficient throughout, checking in just enough to ensure everyone had everything they needed without ever feeling intrusive.

All in all, it was truly one of the best meals I’ve had, not just because of the exceptional food, but because everything—from the green curry and duck spring rolls to the top-notch service—came together seamlessly to create a memorable and heartwarming family dinner.",2 months ago,en
Celadon,"Bangkok, Thailand",Thai,0,4.4,309,Julius Tan,4,"Extremely gorgeous restaurant with great ambience. The three of us had the sharing set menu, most of the food was alright but we couldn’t appreciate the sour soup. Grilled chicken skewers were a little tough and the stir fry morning glory was a little too salty. The best dishes were the freshly grilled river prawns and the chicken fried rice. On hindsight, we might have enjoyed ourselves more if we ordered ala carte and choose the dishes that we liked more.

They have traditional thai dance performance at 7:30 and 8:30pm and it’s well worth your time to schedule your meal around these timings to watch the beautiful performances. Service is great and not overly intrusive. The restaurant is decorated nicely with traditional Thai influences. Truly quite a memorable dinner experience.",a month ago,en
