address,cuisine_type,description,distinction,location,name,nearby_restaurants,opening_hours,phone,price_range,stars,url,website
"2F, VIVRE Building, 34/3 Lang Suan Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand",Korean Contemporary,"Taupe tones, natural light and clean lines lend this modern Korean restaurant a calm, minimalist charm. Chef Lee Sanggun channels global experience into a concise tasting menu that smartly fuses Korean roots with Thai produce – vegetables, seafood and Chiang Rai rice. Highlights include bright, colourful naengchae, comforting perilla oil guksu, and a flavour-packed crispy crab – his playful riff on Korean fried chicken. The pickles are made in-house.",,"Bangkok, Thailand",I-SANG,"[{""name"": ""Baannok Bangkok"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/baannok-bangkok"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""IGNIV"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/igniv"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""European Contemporary"", ""stars"": 1, ""distinction"": ""1 star(s)""}, {""name"": ""Bangkok Bold (Pathum Wan)"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bangkok-bold-kitchen-central-embassy"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""AVANT"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/avant"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Modern Cuisine"", ""stars"": 1, ""distinction"": ""1 star(s)""}, {""name"": ""INDDEE"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/inddee"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Indian"", ""stars"": 1, ""distinction"": ""1 star(s)""}, {""name"": ""Ginza Sushi Ichi"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Sushi"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Bisou"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bisou"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Modern Cuisine"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Paste"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}]","{""Wednesday"": ""18:00-23:00"", ""Thursday"": ""18:00-23:00"", ""Friday"": ""18:00-23:00"", ""Saturday"": ""18:00-23:00"", ""Sunday"": ""Closed"", ""Monday"": ""18:00-23:00"", ""Tuesday"": ""18:00-23:00""}",+66 82 090 4999,฿฿฿฿,0,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/i-sang,https://www.isangbkk.com/
"LF, Dusit Thani Bangkok, 98 Rama IV Road, Silom, Bangrak, Bangkok, 10500, Thailand",Italian Contemporary,"This restaurant brings refined Italian dining to Dusit Thani Bangkok. Implementing Bombana's vision, the Italian chef marries classical roots with modern technique in confident, well-balanced dishes. Choose a concise set lunch menu or the full dinner tasting experience. Featuring warm lighting and plush seating, the elegant room overlooks a calming waterfall. The 350-label wine cellar is overseen by a clued-up sommelier team.",,"Bangkok, Thailand",Cannubi by Umberto Bombana,"[{""name"": ""Samrub Samrub Thai"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/samrub-samrub-thai"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Thai"", ""stars"": 1, ""distinction"": ""1 star(s)""}, {""name"": ""Thien Duong"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/thien-duong"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Vietnamese"", ""stars"": 0, ""distinction"": ""Bib Gourmand""}, {""name"": ""Le Du"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Thai contemporary"", ""stars"": 1, ""distinction"": ""1 star(s)""}, {""name"": ""Sushi Saryu"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sushi-saryu"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Sushi"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Eat Me"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/eat-me"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""International"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Nahm"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Thai"", ""stars"": 1, ""distinction"": ""1 star(s)""}, {""name"": ""Celadon"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/celadon"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Lahnyai"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/lahnyai-nusara"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""Thai contemporary"", ""stars"": 0, ""distinction"": ""None""}]","{""Wednesday"": ""12:00-14:30, 18:00-22:00"", ""Thursday"": ""12:00-14:30, 18:00-22:00"", ""Friday"": ""12:00-14:30, 18:00-22:00"", ""Saturday"": ""12:00-14:30, 18:00-22:00"", ""Sunday"": ""12:00-14:30, 18:00-22:00"", ""Monday"": ""Closed"", ""Tuesday"": ""12:00-14:30, 18:00-22:00""}",+66 2 200 9000,฿฿฿฿,0,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/cannubi-by-umberto-bombana,https://www.cannubibangkok.com/
"7F, The Ritz-Carlton, Bangkok, 189 Witthayu Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand",Modern Cuisine,"In this elegant space, set within a serene glasshouse on the seventh floor of The Ritz-Carlton, lush greenery blends with a striking wooden ceiling carved with nature-inspired motifs. Chef David Toutain presents a seasonal tasting menu that is creative, delicate and distinctly plant-forward, with clever touches that balance land and sea. The zero-proof drink pairing is a smart choice, enhancing flavours without overwhelming the delicate nuances of the food.",,"Bangkok, Thailand",Duet by David Toutain,"[{""name"": ""Baan"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/baan"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Royal Osha"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/osha"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""Thai contemporary"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Celadon"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/celadon"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Saneh Jaan"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 1, ""distinction"": ""1 star(s)""}, {""name"": ""Sushi Saryu"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sushi-saryu"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Sushi"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Cannubi by Umberto Bombana"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/cannubi-by-umberto-bombana"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Italian Contemporary"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Coda"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/coda-1206365"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""Thai contemporary"", ""stars"": 1, ""distinction"": ""1 star(s)""}, {""name"": ""Samrub Samrub Thai"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/samrub-samrub-thai"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Thai"", ""stars"": 1, ""distinction"": ""1 star(s)""}]","{""Wednesday"": ""17:30-22:00"", ""Thursday"": ""17:30-22:00"", ""Friday"": ""17:30-22:00"", ""Saturday"": ""17:30-22:00"", ""Sunday"": ""17:30-22:00"", ""Monday"": ""17:30-22:00"", ""Tuesday"": ""17:30-22:00""}",+66 2 180 7798,฿฿฿฿,0,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/duet-by-david-toutain,https://www.ritzcarlton.com/en/hotels/bkkrb-the-ritz-carlton-bangkok/dining
"222/388 Ruam Mit Phatthana Road, Tha Raeng, Bang Khen, Bangkok, 10220, Thailand","Thai, Southern Thai","This casual eatery, which opened nearly two decades ago, is all about its signature shrimp dishes. Shrimp paired with bold Thai flavours and Southern influences delight fans of the crustacean. Diners can savour classics such as pad thai, alongside rich curries and flavourful soups. The shrimp comes from Jaidee Shrimp’s own farm in Surat Thani province, ensuring exceptional freshness and quality. With no red meat on the menu, the restaurant offers a wide array of fresh seafood, including squid, mantis shrimp and fish.",,"Bangkok, Thailand",Jaidee Shrimp,,"{""Wednesday"": ""10:30AM-8:30PM"", ""Thursday"": ""10:30AM-8:30PM"", ""Friday"": ""10:30AM-8:30PM"", ""Saturday"": ""10:30AM-8:30PM"", ""Sunday"": ""10:30AM-8:30PM"", ""Monday"": ""10:30AM-8:30PM"", ""Tuesday"": ""10:30AM-8:30PM""}",+66 2 948 2712,฿฿,0,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jaidee-shrimp,
"3597/49 Chalaem Nimit Road, Bang Khlo, Bang Kho Laem, Bangkok, 10120, Thailand",Noodles,"Since opening in 2024, Jek Tod has swiftly garnered attention for its generous portions and bold flavours. It serves an array of pork-based noodle dishes, crafted with fresh, carefully prepared ingredients and savoury broths. A standout is the ""Signature Bowl"", which is generously packed with pork condiments and offal. Customers can choose between a tom yam or clear broth. Adding an onsen egg lends extra richness and brings balance.",,"Bangkok, Thailand",Jek Tod,"[{""name"": ""Tang Jai Yang (Bang Kho Laem)"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/tang-jai-yang"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai-Chinese"", ""stars"": 0, ""distinction"": ""Bib Gourmand""}, {""name"": ""Guay Jub Mr. Jo"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/guay-jub-mr-joe"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿"", ""cuisine"": ""Noodles"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Hia Wan Khao Tom Pla"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/hia-wan-khao-tom-pla"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Small eats"", ""stars"": 0, ""distinction"": ""Bib Gourmand""}, {""name"": ""Yu Ting Yuan"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/yu-ting-yuan"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Cantonese"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Riva del Fiume"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/riva-del-fiume"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""Italian"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Palmier by Guillaume Galliot"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/palmier-by-guillaume-galliot"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""French"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Sushi Saito"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sushi-saito-1208794"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Sushi"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Phra Nakhon"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/phra-nakhon"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}]","{""Wednesday"": ""7:30AM-4:30PM"", ""Thursday"": ""7:30AM-4:30PM"", ""Friday"": ""7:30AM-4:30PM"", ""Saturday"": ""7:30AM-4:30PM"", ""Sunday"": ""7:30AM-4:30PM"", ""Monday"": ""Closed"", ""Tuesday"": ""7:30AM-4:30PM""}",+66 92 419 1444,฿,0,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jek-tod,
"53 Soi Thong Lo 19, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand",Thai,"Foong is a trendy local spot serving seasonal Thai set menus that change monthly. The homely yet skilfully executed cuisine focuses on familiar flavours and quality ingredients. Each family-style dining experience features around 10 shared plates – from nam prik, spicy salads, stir-fried and deep-fried dishes, and curries to hearty soups – finishing with a simple Thai dessert. Bookings are by reservation only, with a minimum of four guests required.",,"Bangkok, Thailand",Foong,"[{""name"": ""Fuego"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/fuego"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""Spanish Contemporary"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""R-Haan"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Thai contemporary"", ""stars"": 2, ""distinction"": ""2 star(s)""}, {""name"": ""Juksunchae"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/juksunchae"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""Korean"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Saigon Recipe"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saigon-recipe"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Vietnamese"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Tempura Kanda"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/tempura-kanda"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Tempura"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Gen (Vadhana)"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gen"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Japanese"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Arunwan"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/arunwan-1200640"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿"", ""cuisine"": ""Small eats"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Here Hai (Vadhana)"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/here-hai"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Seafood"", ""stars"": 0, ""distinction"": ""Bib Gourmand""}]","{""Wednesday"": ""18:00-23:00"", ""Thursday"": ""18:00-23:00"", ""Friday"": ""18:00-23:00"", ""Saturday"": ""12:00-15:00, 18:00-23:00"", ""Sunday"": ""12:00-15:00, 18:00-23:00"", ""Monday"": ""Closed"", ""Tuesday"": ""18:00-23:00""}",+66 98 924 8111,฿฿,0,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/foong,
"24 Mu 2, Pa Bong, Saraphi, Chiang Mai, 50140, Thailand",Thai,"A cosy spot in a charming old wooden house with a warm, down-to-earth feel; clay pots, textured walls and rustic furnishings lend regional charm. The unfussy vibe suits the menu of Thai dishes with a few Northern touches. The stir-fried and deep-fried dishes stand out, especially the addictive fried tiny shrimp with chilli and salt – light, crisp and well-seasoned. With quality ingredients and shareable portions, it is ideal for a laid-back meal.",,"Chiang Mai, Thailand",Poondang Kaengron,"[{""name"": ""Aquila"", ""url"": ""https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/aquila"", ""location"": ""Chiang Mai, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Italian"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Meena"", ""url"": ""https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/meena-rice-based-cuisine"", ""location"": ""Chiang Mai, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""Bib Gourmand""}]","{""Wednesday"": ""10:30AM-10:30PM"", ""Thursday"": ""10:30AM-10:30PM"", ""Friday"": ""10:30AM-10:30PM"", ""Saturday"": ""10:30AM-10:30PM"", ""Sunday"": ""10:30AM-10:30PM"", ""Monday"": ""10:30AM-10:30PM"", ""Tuesday"": ""10:30AM-10:30PM""}",+66 80 287 1666,฿฿,0,https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/poondang-kaengron,
"199/330 Mu 9, San Phi Suea, Mueang Chiang Mai, Chiang Mai, 50300, Thailand",Northern Thai,"A solid choice for no-fuss Northern Thai food, this laid-back restaurant serves rustic, traditional dishes in small sharing portions. Highlights include the well-balanced kaeng om and boldly flavoured lap nuea, available with pork, beef or fish – raw or cooked – all prepared in classic Northern style. In an open-air setting with a relaxed local vibe, the place fills up with Thai diners at peak times. Service is friendly, with staff often speaking Northern Thai.",,"Chiang Mai, Thailand",Laab Ton Yang (San Phi Suea),"[{""name"": ""Huan Soontaree"", ""url"": ""https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/huan-soontaree"", ""location"": ""Chiang Mai, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Northern Thai"", ""stars"": 0, ""distinction"": ""Bib Gourmand""}, {""name"": ""Talung"", ""url"": ""https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/talung"", ""location"": ""Chiang Mai, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Southern Thai"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Saiyut and Doctor Sai Kitchen"", ""url"": ""https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/saiyut-and-doctor-sai-kitchen"", ""location"": ""Chiang Mai, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""Bib Gourmand""}, {""name"": ""CHAWEE"", ""url"": ""https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/chawee"", ""location"": ""Chiang Mai, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""We-La-Dee"", ""url"": ""https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/we-la-dee"", ""location"": ""Chiang Mai, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Sanae"", ""url"": ""https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/sanae-thai-cuisine"", ""location"": ""Chiang Mai, Thailand"", ""price"": ""฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""Bib Gourmand""}, {""name"": ""Food for You"", ""url"": ""https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/food-for-you"", ""location"": ""Chiang Mai, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Kang"", ""url"": ""https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/kang"", ""location"": ""Chiang Mai, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""South East Asian"", ""stars"": 0, ""distinction"": ""None""}]","{""Wednesday"": ""10AM-9PM"", ""Thursday"": ""10AM-9PM"", ""Friday"": ""10AM-9PM"", ""Saturday"": ""10AM-9PM"", ""Sunday"": ""10AM-9PM"", ""Monday"": ""10AM-9PM"", ""Tuesday"": ""10AM-9PM""}",+66 89 433 9786,฿,0,https://guide.michelin.com/th/en/chiang-mai-region/chiang-mai/restaurant/laab-ton-yang-san-phi-suea,
"4F, Kissuisen, Bangkok Marriott Hotel The Surawongse, 262 Surawong Road, Si Phraya, Bang Rak, Bangkok, 10500, Thailand",Japanese,"On the fourth floor of Kissuisen at the Marriott, this intimate restaurant has two rooms, each seating nine. Veteran chef Yuichi Mitsui and chef Kazutomo Matayoshi extend the typical kaiseki omakase menu to include sushi and more, deploying an array of techniques. Thai produce – fresh crab meat and spring water sourced from Ayutthaya for the soups – meets Japanese finesse, and illustrations by Mitsui appear on the menus. Two sittings daily; book well ahead.",,"Bangkok, Thailand",Seifu,"[{""name"": ""100 Mahaseth"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/100-mahaseth"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Isan"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Aunglo by Yangrak"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/aunglo-by-yangrak"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai contemporary"", ""stars"": 0, ""distinction"": ""Bib Gourmand""}, {""name"": ""Scarlett"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/scarlett"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""Grills"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Somboon Seafood (Bang Rak)"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/somboon-seafood-surawong"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai-Chinese"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Sawang Noodles"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sawang-bami-kam-pu-si-phraya"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿"", ""cuisine"": ""Noodles"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Baan Suriyasai (Bangrak)"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/baan-suriyasai-1195317"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿"", ""cuisine"": ""Thai"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Small Dinner Club"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/small-dinner-club"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿฿"", ""cuisine"": ""Innovative"", ""stars"": 0, ""distinction"": ""None""}, {""name"": ""Aksorn"", ""url"": ""https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/aksorn"", ""location"": ""Bangkok, Thailand"", ""price"": ""฿฿฿"", ""cuisine"": ""Thai"", ""stars"": 1, ""distinction"": ""1 star(s)""}]","{""Wednesday"": ""16:00-24:00"", ""Thursday"": ""16:00-24:00"", ""Friday"": ""16:00-24:00"", ""Saturday"": ""16:00-24:00"", ""Sunday"": ""16:00-24:00"", ""Monday"": ""16:00-24:00"", ""Tuesday"": ""16:00-24:00""}",+66 2 088 5666,฿฿฿฿,0,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/seifu,https://www.kissuisenbangkok.com/
